control_id,image_path,accepted,reason,confidence,tilt_deg,automatic_accepted,initial_top_phase_accepted,initial_top_phase_error_deg,final_top_accepted,final_top_error_deg,minute_track_validation_accepted,holdout_ticks,validation_median_px,validation_median_limit_px,validation_p90_px,validation_p90_limit_px,validation_inlier_fraction,center_err_fraction,identity_required,identity_verdict,vetoed
rep-local-001,community-vsf-batgirl-crooked12-01.jpg,False,,0.35,3.369218105675204,True,True,0.7400007527010377,True,0.06203236840850319,True,12,0.5979726382243278,2.4028119672775277,0.8348616381186754,5.125998863525393,1.0,0.8044815720936531,True,FAIL,True
