control_id,physical_watch_id,reference,factory,variant,human_label,label_strength,expected_primary_metric,expected_supporting_metrics,source_url,local_image_path,image_index,image_path,page_status,tilt_deg,pose_confidence,dial_radius_px,n_markers_segmented,research_identity_bypass_used,h06.centre_r,h06.centre_t,h06.outer_r,h06.inner_r,h06.radial_span,h06.outer_t,h06.inner_t,h06.area_norm,h06.anisotropy,h06.diameter_over_dial,h06.segmentation_confidence,h06.angular_residual_deg,h06.axis_residual_deg,h09.centre_r,h09.centre_t,h09.outer_r,h09.inner_r,h09.radial_span,h09.outer_t,h09.inner_t,h09.area_norm,h09.anisotropy,h09.diameter_over_dial,h09.segmentation_confidence,h09.angular_residual_deg,h09.axis_residual_deg,h12.stage3_apex_r_simple,h12.stage3_centre_r_simple,h12.stage3_base_r_simple,h12.stage3_apex_to_base_span_simple,h12.stage3_base_to_minute_track_gap_simple,h12.stage3_centre_to_minute_track_gap_simple,h12.stage3_triangle_height_over_minute_track_r,h12.stage3_base_width_over_height,h12.stage3_base_half_width_symmetry,h12.stage3_centroid_position_within_span,h12.stage3_apex_tangential_offset_canonical,h12.stage3_base_tangential_offset_canonical,h12.stage3_axis_incidence_canonical,h12.stage3_centroid_tangential_offset_canonical,h12.stage3_centroid_angular_offset_deg,h12.stage3_symmetry_axis_angular_deviation_deg,h12.stage3_base_line_angular_deviation_deg
rep-local-001,rep-local-001,126710BLNR,VSF,Batgirl,12_marker_clockwise_crooked,reviewer_consensus,h12.axis_residual_deg,h12.centre_t;h09.axis_residual_deg,,android/app/src/androidTest/assets/debug/community-vsf-batgirl-crooked12-01.jpg,0,community-vsf-batgirl-crooked12-01.jpg,local_fixture_ok,3.369218105675204,0.35,160.1874644851685,2,True,0.6400816282955224,-0.009042932221645974,0.7265948559874859,0.5572560779967941,0.16933877799069175,0.028312408426939946,-0.007604837457886381,0.010074035871305143,6.779824467104245,0.11325484910778107,0.8535639405050601,-0.8094083013527893,-1.7212509412830173,0.6313275503473357,-0.0130249577422455,0.7043707269591992,0.5595462838501902,0.144824443109009,0.013069556993183708,-0.03977548741332214,0.009762266869485255,4.382177658235044,0.1114885833818269,0.8818496608605026,-1.1819051012411705,-0.4308873209593571,0.5470428789099016,0.6353150903448883,0.6874733403252118,0.14043046141531024,0.20352665967478822,0.2556849096551117,0.15760998385579048,1.112721206759731,6.21685143551731e-16,0.6285830762453295,-0.009940262175098814,-0.009842254519026178,0.010322045705372986,-0.008047956707220251,-0.7257647385952943,0.0399872227479954,-0.9727794480919639
