source_id,physical_watch_id,class_label,provenance,split,factory,local_path,tilt_deg,hour,shape,segmented,confidence,loo_outer_fit_ok,loo_outer_n_peers,loo_outer_residual_px,in_sample_outer_residual_px,angular_residual_deg,clearance_normalized,verdict_state,shape_offset_residual_px
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,7,round,1,0.8346,1,6,2.4659,0.2622,-0.4444,0.5775,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,8,round,1,0.7697,1,6,1.3770,0.2083,-0.7249,0.6234,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,10,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,11,round,1,0.8261,1,6,2.9039,0.1096,0.7241,0.6529,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,6,baton,1,0.8745,,,,,0.1780,0.6097,NO_ISSUE,5.4525
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,9,baton,1,0.9045,,,,,-0.9376,0.6437,NO_ISSUE,6.0423
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_01.jpg,6.639655608291638,12,triangle,1,0.8952,,,,,0.9379,0.6235,NO_ISSUE,9.2998
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,1,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,2,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,4,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,5,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,7,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,8,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,10,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,11,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,6,baton,1,0.8730,,,,,-3.4788,0.5048,INSUFFICIENT_CONFIDENCE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,9,baton,1,0.8505,,,,,-3.0568,0.5872,INSUFFICIENT_CONFIDENCE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_02.jpg,4.073038860829673,12,,0,,,,,,,,,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,1,round,1,0.9084,1,7,2.5259,0.1617,0.3539,0.3356,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,2,round,1,0.9271,1,7,0.6873,0.1970,0.1895,0.3624,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,4,round,1,0.8606,1,7,4.7066,0.0745,0.2275,0.3203,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,5,round,1,0.8136,1,7,0.6887,0.0478,0.2579,0.3563,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,7,round,1,0.8138,1,7,1.9805,0.2663,0.3583,0.3605,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,8,round,1,0.8527,1,7,3.5379,0.3006,0.4725,0.3547,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,10,round,1,0.8946,1,7,9.1475,0.1916,0.3924,0.2984,CLEAR_ANOMALY,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,11,round,1,0.8910,1,7,3.0164,0.0678,0.6138,0.3522,NO_ISSUE,
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,6,baton,1,0.9073,,,,,0.3560,0.3388,NO_ISSUE,9.6632
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,9,baton,1,0.9582,,,,,0.7364,0.3185,NO_ISSUE,11.3052
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_HCz9EAj/image_07.jpg,3.9743620859786937,12,triangle,1,0.9780,,,,,0.5186,0.3822,NO_ISSUE,3.1117
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,1,round,1,0.9769,1,7,1.3243,0.2138,0.2050,0.3759,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,2,round,1,0.9283,1,7,2.7754,0.2735,0.2305,0.3505,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,4,round,1,0.8626,1,7,1.0365,0.1385,0.5878,0.3415,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,5,round,1,0.8219,1,7,3.3438,0.0209,0.7387,0.3290,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,7,round,1,0.9080,1,7,2.8219,0.3480,0.5701,0.3730,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,8,round,1,0.9679,1,7,2.3243,0.4128,-0.3137,0.3943,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,10,round,1,0.9542,1,7,2.9687,0.2614,-0.7602,0.4003,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,11,round,1,0.9580,1,7,2.4100,0.0906,-0.5529,0.4046,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,6,baton,1,0.9558,,,,,0.8580,0.4142,NO_ISSUE,2.6838
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,9,baton,1,0.9462,,,,,-0.5443,0.3791,NO_ISSUE,7.1683
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_00.jpg,9.401118513871301,12,,0,,,,,,,,,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,1,round,1,0.9610,1,7,1.3792,0.1593,0.1963,0.3640,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,2,round,1,0.9239,1,7,1.9355,0.2432,0.2224,0.3510,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,4,round,1,0.8508,1,7,1.3065,0.1952,0.6351,0.3620,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,5,round,1,0.8179,1,7,2.5378,0.0775,0.7796,0.3366,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,7,round,1,0.8358,1,7,2.7131,0.2231,0.0569,0.3696,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,8,round,1,0.9623,1,7,2.5068,0.3144,-0.3795,0.3867,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,10,round,1,0.9517,1,7,3.6362,0.2531,-0.7564,0.3937,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,11,round,1,0.9551,1,7,0.5510,0.1236,-0.5105,0.3882,NO_ISSUE,
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,6,baton,1,0.9599,,,,,0.8460,0.4146,NO_ISSUE,2.3141
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,9,baton,1,0.9467,,,,,-0.6191,0.3854,NO_ISSUE,7.3674
rep_vsf_oVwWMrC,rep_vsf_oVwWMrC,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_oVwWMrC/image_01.jpg,8.876947273172693,12,triangle,1,0.9834,,,,,-0.1294,0.2804,POSSIBLE_ISSUE,9.6856
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,1,round,1,0.9561,1,6,1.3723,0.1788,0.3534,0.4037,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,2,round,1,0.9568,1,6,3.5201,0.1908,0.3165,0.3780,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,4,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,5,round,1,0.8324,1,6,2.7090,0.1468,0.3787,0.3810,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,7,round,1,0.9560,1,6,1.0863,0.3331,-0.1337,0.4106,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,8,round,1,0.8678,1,6,5.1398,0.3381,0.1254,0.3099,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,10,round,1,0.8339,1,6,0.5123,0.1730,-0.1000,0.3581,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,11,round,1,0.9009,1,6,7.6478,0.0289,-0.0565,0.2993,POSSIBLE_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,6,baton,1,0.8575,,,,,0.1361,0.3971,NO_ISSUE,7.3675
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,9,baton,1,0.9229,,,,,-0.0646,0.4126,NO_ISSUE,7.6817
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_00.jpg,2.8113958257288134,12,triangle,1,0.9585,,,,,-0.5389,0.2438,POSSIBLE_ISSUE,20.4289
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,1,round,1,0.9231,1,6,4.1589,0.8313,-0.0383,0.3566,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,2,round,1,0.8907,1,6,3.3486,0.6625,-0.0124,0.3551,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,4,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,5,round,1,0.8269,1,6,6.7337,0.3026,0.3357,0.3592,POSSIBLE_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,7,round,1,0.9023,1,6,2.8036,0.4680,0.3455,0.4024,POSSIBLE_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,8,round,1,0.8801,1,6,4.6629,0.3093,0.3971,0.3588,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,10,round,1,0.8779,1,6,2.0557,0.3358,0.3572,0.3616,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,11,round,1,0.9608,1,6,2.7803,0.6236,-0.1915,0.3644,NO_ISSUE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,6,baton,1,0.8456,,,,,-0.0523,0.3132,POSSIBLE_ISSUE,12.1903
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,9,baton,1,0.8932,,,,,0.3774,0.3453,NO_ISSUE,8.2862
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_03.jpg,2.8273547115737965,12,triangle,1,0.9645,,,,,0.2487,0.3309,POSSIBLE_ISSUE,5.9887
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,1,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,2,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,4,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,5,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,7,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,8,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,10,round,1,0.4830,0,0,,,3.3441,0.3780,INSUFFICIENT_CONFIDENCE,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,11,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,6,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,9,,0,,,,,,,,,
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,rep,rep_labelled,calibration,VSF,rep/calibration/rep_vsf_KfRKFwA/image_08.jpg,5.385567141899849,12,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,1,round,1,0.8607,1,6,0.5525,0.0605,0.1879,0.3478,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,2,round,1,0.8834,1,6,2.4377,0.0867,0.5199,0.3839,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,4,round,1,0.8663,1,6,3.8332,0.1039,0.5880,0.3588,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,5,round,1,0.9051,1,6,2.2299,0.0872,0.3531,0.3610,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,7,round,1,0.8906,1,6,4.2233,0.0268,0.1424,0.3248,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,8,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,10,round,1,0.8474,1,6,1.9325,0.0137,0.0069,0.3609,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,11,round,1,0.8442,1,6,0.5589,0.0031,-0.3047,0.3579,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,6,baton,1,0.8401,,,,,0.4558,0.3706,NO_ISSUE,4.7269
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,9,baton,1,0.9386,,,,,-0.6931,0.3404,NO_ISSUE,6.4322
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_01.jpg,3.8948607669448703,12,triangle,1,0.9021,,,,,0.5884,0.3121,POSSIBLE_ISSUE,4.0991
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,1,round,1,0.4957,1,6,21.0980,0.5250,2.9130,0.1789,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,2,round,1,0.4577,1,6,19.8051,0.5481,3.3506,0.2307,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,4,round,1,0.4384,1,6,20.1481,0.2408,3.5633,0.2958,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,5,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,7,round,1,0.4816,1,6,20.5486,0.3478,3.0247,0.3193,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,8,round,1,0.5787,1,6,6.9352,0.3246,2.0626,0.3456,CLEAR_ANOMALY,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,10,round,1,0.5138,1,6,20.6905,0.0324,2.6356,0.1901,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,11,round,1,0.4962,1,6,19.8017,0.2356,2.8622,0.1789,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,6,baton,1,0.8392,,,,,4.6358,0.2091,POSSIBLE_ISSUE,20.8064
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,9,baton,1,0.9424,,,,,3.8485,0.2815,NO_ISSUE,21.2953
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_02.jpg,12.182459523324303,12,triangle,1,0.9737,,,,,3.9596,0.1584,NO_ISSUE,23.5771
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,1,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,2,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,4,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,5,round,1,0.7034,0,1,,,0.0280,0.3170,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,7,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,8,round,1,0.7452,0,1,,,-0.0830,0.3192,NO_ISSUE,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,10,,0,,,,,,,,,
rep_cf_xK08a3L,rep_cf_xK08a3L,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_xK08a3L/image_03.jpg,8.473108956849714,11,,0,,,,,,,,,
