source_id,physical_watch_id,tilt_deg,angle_deg,n_edge_pixels,resid_vs_ticksonly_H_px,implied_canonical_radius_via_ticksonly_H
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-67.50,3,11.920,1.0386
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-60.00,16,3.825,1.0228
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-52.50,11,5.695,1.0282
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-45.00,8,8.144,1.0374
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-37.50,8,8.051,1.0371
rep_cf_bpdi5xV,rep_cf_bpdi5xV,4.008,-30.00,8,8.117,1.0367
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,0.00,6,3.528,1.0142
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,7.50,7,7.979,1.0137
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,22.50,8,3.301,1.0021
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,30.00,12,2.531,1.0040
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,37.50,4,8.805,1.0284
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,52.50,15,3.324,1.0172
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,60.00,16,2.663,1.0161
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,67.50,3,14.607,1.0464
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,82.50,9,10.443,1.0365
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,90.00,10,7.783,1.0323
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,97.50,6,9.727,1.0338
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,112.50,8,9.534,1.0317
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,120.00,11,4.876,1.0239
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,127.50,5,11.185,1.0383
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,142.50,14,8.282,1.0332
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,150.00,14,5.774,1.0251
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,157.50,8,10.997,1.0397
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,165.00,9,4.884,1.0198
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,172.50,10,5.002,1.0110
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-172.50,4,5.549,1.0083
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-165.00,8,3.536,1.0191
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-157.50,10,5.152,1.0068
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-150.00,10,2.018,1.0143
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-142.50,4,6.951,0.9974
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-127.50,7,4.400,0.9996
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-112.50,7,5.309,1.0167
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-97.50,13,3.822,1.0013
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-90.00,4,12.760,0.9970
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-82.50,6,9.587,0.9888
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-67.50,11,5.979,0.9942
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-52.50,6,10.687,0.9869
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-37.50,7,14.231,0.9704
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-30.00,4,4.888,1.0033
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-22.50,4,7.543,1.0132
rep_vsf_HCz9EAj,rep_vsf_HCz9EAj,4.073,-7.50,13,2.857,1.0161
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,7.50,7,2.049,1.0191
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,15.00,4,2.388,0.9977
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,22.50,10,2.846,0.9966
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,30.00,8,1.085,1.0047
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,37.50,8,1.077,1.0104
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,45.00,7,0.948,1.0097
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,52.50,17,1.733,1.0009
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,60.00,18,1.913,0.9998
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,67.50,15,2.168,0.9986
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,75.00,12,2.067,0.9990
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,82.50,13,2.806,0.9954
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,90.00,3,5.111,0.9848
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,97.50,12,3.317,0.9930
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,105.00,14,2.864,0.9950
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,112.50,15,2.711,0.9956
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,120.00,16,2.622,0.9961
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,127.50,17,2.191,0.9997
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,135.00,14,2.003,1.0012
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,142.50,12,1.372,1.0043
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,150.00,15,4.371,0.9872
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,157.50,4,6.044,0.9894
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,165.00,4,1.924,1.0002
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,172.50,12,1.777,1.0186
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,180.00,13,2.143,1.0209
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-172.50,11,4.913,1.0351
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-165.00,8,0.759,1.0123
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-157.50,14,0.831,1.0130
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-150.00,14,1.513,1.0176
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-142.50,18,0.369,1.0119
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-135.00,18,0.204,1.0110
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-127.50,15,0.561,1.0071
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-120.00,11,1.987,1.0103
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-112.50,18,2.511,1.0013
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-105.00,11,3.429,0.9919
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-97.50,14,3.572,0.9920
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-90.00,13,4.403,0.9876
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-82.50,16,2.609,0.9962
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-75.00,17,2.584,0.9979
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-67.50,13,2.584,0.9987
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-60.00,13,1.877,1.0013
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-52.50,18,0.492,1.0102
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-45.00,18,0.410,1.0103
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-37.50,20,0.179,1.0092
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-30.00,24,0.418,1.0112
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-22.50,16,2.379,1.0195
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-15.00,15,2.606,1.0239
rep_cf_6I00d8w,rep_cf_6I00d8w,4.189,-7.50,15,1.754,1.0191
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,0.00,7,4.237,1.0097
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,7.50,8,3.477,1.0005
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,30.00,12,2.572,1.0172
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,37.50,11,2.373,1.0116
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,45.00,5,7.399,1.0086
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,60.00,14,2.428,1.0160
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,67.50,10,0.868,1.0091
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,90.00,9,3.772,1.0188
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,97.50,11,4.328,1.0226
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,112.50,7,8.217,1.0266
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,120.00,10,3.655,1.0213
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,127.50,7,11.794,1.0132
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,135.00,11,7.864,1.0147
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,142.50,4,4.270,1.0092
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,150.00,8,1.655,1.0148
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,157.50,8,6.631,1.0054
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,180.00,6,7.807,0.9938
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-172.50,8,2.821,1.0014
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-150.00,8,2.897,1.0126
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-142.50,5,5.213,1.0142
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-120.00,6,4.658,1.0043
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-112.50,6,1.906,1.0109
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-90.00,3,4.899,1.0135
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-82.50,9,3.390,1.0000
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-60.00,6,3.272,1.0003
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-52.50,8,0.795,1.0118
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-30.00,10,3.660,1.0209
gen_wex_3KSuGhC,gen_wex_3KSuGhC,4.418,-22.50,10,9.519,1.0121
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,0.00,24,1.834,1.0191
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,7.50,14,3.041,1.0254
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,15.00,10,3.825,1.0295
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,22.50,17,0.726,1.0081
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,30.00,26,1.294,1.0166
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,37.50,35,0.496,1.0125
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,45.00,18,2.455,1.0212
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,52.50,13,2.911,0.9953
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,60.00,14,2.392,0.9978
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,67.50,11,3.512,0.9921
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,75.00,4,1.990,1.0006
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,82.50,5,2.861,1.0117
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,105.00,5,4.774,0.9855
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,112.50,9,1.259,1.0042
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,120.00,6,2.374,1.0122
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,127.50,9,0.654,1.0129
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,135.00,12,2.144,1.0030
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,142.50,19,3.357,0.9931
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,150.00,18,2.343,0.9987
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,157.50,12,2.549,0.9973
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,165.00,3,1.003,1.0110
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,172.50,3,4.283,0.9992
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,180.00,5,2.883,1.0036
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-172.50,3,2.536,1.0014
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-165.00,5,1.760,1.0012
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-157.50,9,1.068,1.0057
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-150.00,21,2.590,0.9989
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-142.50,23,3.096,1.0224
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-135.00,24,3.213,1.0252
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-127.50,20,3.803,1.0235
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-120.00,20,3.042,1.0250
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-112.50,19,2.900,1.0239
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-105.00,13,3.290,1.0236
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-97.50,16,2.529,1.0221
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-90.00,27,2.134,1.0196
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-82.50,17,2.517,1.0222
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-75.00,13,2.369,1.0220
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-67.50,19,2.319,1.0203
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-60.00,28,1.407,1.0163
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-52.50,24,2.055,1.0203
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-45.00,25,2.224,1.0209
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-37.50,19,0.324,1.0114
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-30.00,22,2.723,0.9965
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-22.50,16,0.560,1.0085
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-15.00,16,0.278,1.0108
rep_vsf_sh7PSsh,rep_vsf_sh7PSsh,4.510,-7.50,18,1.464,1.0174
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,0.00,18,3.792,0.9966
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,15.00,6,4.953,0.9933
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,30.00,22,0.504,1.0100
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,45.00,7,6.932,0.9889
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,60.00,7,5.556,0.9936
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,67.50,9,3.902,0.9965
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,75.00,6,7.814,0.9833
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,90.00,8,6.713,0.9888
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,97.50,10,4.572,1.0133
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,105.00,4,7.583,0.9846
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,120.00,11,4.829,0.9936
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,127.50,9,6.428,0.9931
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,135.00,5,10.513,0.9747
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,142.50,10,9.999,0.9911
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,150.00,14,7.328,0.9852
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,157.50,6,10.938,0.9788
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,165.00,9,13.710,0.9635
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,172.50,10,6.960,0.9917
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,180.00,19,7.465,0.9847
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-165.00,4,14.030,0.9638
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-157.50,9,7.486,0.9870
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-150.00,8,4.856,0.9986
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-142.50,12,7.943,0.9932
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-135.00,4,10.946,0.9735
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-127.50,7,5.088,0.9964
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-120.00,9,3.064,0.9998
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-112.50,9,2.208,1.0175
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-97.50,4,7.773,1.0174
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-60.00,12,2.705,1.0190
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-45.00,4,4.338,0.9948
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-30.00,10,8.091,0.9814
rep_vsf_GKJDidL,rep_vsf_GKJDidL,4.819,-15.00,7,3.984,1.0076
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,0.00,9,4.140,1.0358
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,7.50,8,4.105,1.0356
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,15.00,6,4.112,1.0355
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,22.50,8,4.060,1.0352
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,30.00,9,4.034,1.0351
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,37.50,13,2.556,1.0223
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,45.00,16,1.060,1.0161
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,52.50,15,1.835,1.0177
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,60.00,18,1.532,1.0188
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,67.50,13,1.346,1.0160
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,75.00,17,0.990,1.0080
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,82.50,7,4.141,1.0359
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,90.00,9,4.188,1.0362
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,97.50,9,4.245,1.0365
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,105.00,16,1.986,1.0206
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,112.50,7,3.783,1.0335
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,120.00,8,4.404,1.0376
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,127.50,8,4.300,1.0369
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,135.00,9,4.367,1.0373
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,142.50,8,3.694,1.0330
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,150.00,10,3.881,1.0342
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,157.50,9,4.597,1.0387
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,165.00,7,3.348,1.0311
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,172.50,16,0.558,1.0133
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,180.00,9,3.922,0.9878
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-172.50,14,2.211,1.0232
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-165.00,20,2.074,1.0157
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-157.50,16,0.926,1.0120
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-150.00,17,1.842,1.0217
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-142.50,15,2.133,1.0221
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-135.00,10,4.566,1.0389
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-127.50,8,4.596,1.0391
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-120.00,7,4.822,1.0405
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-112.50,4,5.214,1.0410
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-105.00,4,4.650,1.0388
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-97.50,5,4.198,1.0364
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-82.50,5,4.443,1.0365
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-75.00,5,5.377,1.0434
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-67.50,7,4.836,1.0391
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-60.00,11,2.453,1.0246
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-52.50,15,1.323,1.0178
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-45.00,11,2.856,1.0277
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-37.50,10,4.383,1.0373
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-30.00,10,4.435,1.0372
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-22.50,8,4.193,1.0362
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-15.00,8,4.178,1.0361
rep_cf_bpdi5xV,rep_cf_bpdi5xV,5.024,-7.50,5,3.899,1.0343
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,0.00,9,7.175,1.0428
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,7.50,5,7.170,1.0427
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,15.00,9,7.163,1.0426
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,22.50,8,7.161,1.0426
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,30.00,9,7.180,1.0427
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,37.50,9,6.833,1.0408
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,45.00,20,0.781,1.0133
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,52.50,28,0.378,1.0100
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,60.00,18,1.549,1.0030
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,67.50,22,0.485,1.0116
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,75.00,19,0.992,1.0121
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,82.50,17,0.810,1.0082
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,90.00,11,0.651,1.0120
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,97.50,11,3.251,1.0028
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,105.00,4,6.152,1.0376
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,112.50,11,6.339,1.0380
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,120.00,18,5.700,1.0360
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,127.50,10,3.265,1.0250
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,135.00,16,5.602,1.0356
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,142.50,17,5.987,1.0376
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,150.00,12,5.389,1.0345
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,157.50,5,3.696,1.0239
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,165.00,16,3.453,1.0241
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,172.50,17,3.808,1.0268
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,180.00,9,2.968,1.0224
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-172.50,9,0.359,1.0111
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-165.00,11,0.542,1.0125
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-157.50,12,0.557,1.0120
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-150.00,4,6.855,1.0205
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-142.50,12,2.079,1.0167
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-135.00,11,3.417,1.0210
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-127.50,3,5.689,1.0345
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-120.00,5,4.603,1.0312
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-112.50,15,2.073,1.0180
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-105.00,9,2.712,1.0217
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-97.50,14,3.809,1.0276
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-90.00,11,4.790,1.0313
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-82.50,15,4.299,1.0299
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-75.00,16,3.877,1.0277
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-67.50,15,3.493,1.0230
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-60.00,22,3.542,1.0254
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-52.50,19,2.839,1.0227
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-45.00,21,3.130,1.0244
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-37.50,20,1.679,1.0174
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-30.00,25,1.552,1.0171
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-22.50,13,1.294,1.0159
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-15.00,16,0.794,1.0078
rep_vsf_KfRKFwA,rep_vsf_KfRKFwA,5.386,-7.50,9,3.769,1.0083
