physical_watch_id,n_images,apex_r_simple_median,apex_r_simple_n,apex_r_simple_within_watch_mad,centre_r_simple_median,centre_r_simple_n,centre_r_simple_within_watch_mad,base_r_simple_median,base_r_simple_n,base_r_simple_within_watch_mad,apex_to_base_span_simple_median,apex_to_base_span_simple_n,apex_to_base_span_simple_within_watch_mad,base_to_minute_track_gap_simple_median,base_to_minute_track_gap_simple_n,base_to_minute_track_gap_simple_within_watch_mad,centre_to_minute_track_gap_simple_median,centre_to_minute_track_gap_simple_n,centre_to_minute_track_gap_simple_within_watch_mad,triangle_height_over_minute_track_r_median,triangle_height_over_minute_track_r_n,triangle_height_over_minute_track_r_within_watch_mad,base_width_over_height_median,base_width_over_height_n,base_width_over_height_within_watch_mad,base_half_width_symmetry_median,base_half_width_symmetry_n,base_half_width_symmetry_within_watch_mad,centroid_position_within_span_median,centroid_position_within_span_n,centroid_position_within_span_within_watch_mad,centroid_tangential_offset_canonical_median,centroid_tangential_offset_canonical_n,centroid_tangential_offset_canonical_within_watch_mad,centroid_angular_offset_deg_median,centroid_angular_offset_deg_n,centroid_angular_offset_deg_within_watch_mad,symmetry_axis_angular_deviation_deg_median,symmetry_axis_angular_deviation_deg_n,symmetry_axis_angular_deviation_deg_within_watch_mad,base_line_angular_deviation_deg_median,base_line_angular_deviation_deg_n,base_line_angular_deviation_deg_within_watch_mad,apex_r_projective_median,apex_r_projective_n,apex_r_projective_within_watch_mad,centre_r_projective_median,centre_r_projective_n,centre_r_projective_within_watch_mad,base_r_projective_median,base_r_projective_n,base_r_projective_within_watch_mad,apex_to_base_span_projective_median,apex_to_base_span_projective_n,apex_to_base_span_projective_within_watch_mad,base_to_minute_track_gap_projective_median,base_to_minute_track_gap_projective_n,base_to_minute_track_gap_projective_within_watch_mad,centre_to_minute_track_gap_projective_median,centre_to_minute_track_gap_projective_n,centre_to_minute_track_gap_projective_within_watch_mad,apex_r_projective_over_round_inner_median,apex_r_projective_over_round_inner_n,apex_r_projective_over_round_inner_within_watch_mad,centre_r_projective_over_round_centre_median,centre_r_projective_over_round_centre_n,centre_r_projective_over_round_centre_within_watch_mad,base_r_projective_over_round_outer_median,base_r_projective_over_round_outer_n,base_r_projective_over_round_outer_within_watch_mad
gen_wex_3KSuGhC,4,0.5431308448309812,4,0.006456354005667575,0.6589153258859428,4,0.0008395581039778999,0.7310255856935263,4,0.02253829640983035,0.18865988531194633,4,0.023303440859231583,0.15997441430647374,4,0.02253829640983035,0.2320846741140572,4,0.0008395581039778999,0.23569477991462945,4,0.023099756659098164,1.0857485044099044,4,0.15713268437807026,2.143967775607408e-16,4,1.5373857148415652e-16,0.6516334747521453,4,0.037300840702603755,-0.0070792464661078285,4,0.012489299480343826,-0.6416569520575863,4,1.0876796559181872,-2.3365883470243953,4,2.8058847167526904,1.2208887553815744,4,1.7571163646938803,0.6025514898888167,1,,0.7439068855219951,1,,0.8043198041696337,1,,0.20176831428081698,1,,0.08668019583036635,1,,0.14709311447800488,1,,0.8848039499101565,1,,0.9905551072197005,1,,0.979683074506253,1,
gen_wex_e99gXKb,3,0.5779231475034672,3,0.00625392331059571,0.7374641135592881,3,0.009476373963543727,0.7873069248048836,3,0.03588153393559734,0.12063033730069794,3,0.017461704544952883,0.10369307519511639,3,0.03588153393559734,0.15353588644071192,3,0.009476373963543727,0.13592223415404026,3,0.017561067499550165,1.2043194964829838,3,0.02985220545273326,1.0662467421058502e-16,3,1.7882632788474148e-16,0.6653707667132731,3,0.006196967681081467,-0.08969492820552268,3,0.020660709557815654,-6.847466977090795,3,2.8256689416001777,-5.083580519820547,3,6.682973812847034,6.976488859139067,3,1.9407300975640265,0.6522051701022873,2,0.05964958796896447,0.7479859259458129,2,0.008626310523427994,0.7944914631743033,2,0.01706280590077003,0.142286293072016,2,0.0767123938697345,0.09650853682569671,2,0.01706280590077003,0.1430140740541871,2,0.008626310523427994,0.9577168430283218,2,0.08759117176059389,0.9959865858133328,2,0.011486432121741608,0.9677118918079213,2,0.02078295481214376
