source_id,physical_watch_id,class_label,provenance,split,factory,local_path,tilt_deg,n_ticks,n_boundary,reproj_error_px,inlier_fraction,homography_fitted,marker_1_baseline_measured,marker_1_baseline_radial_pct_r,marker_1_baseline_angular_deg,marker_1_new_measured,marker_1_new_radial_pct_r,marker_1_new_angular_deg,marker_1_new_area_norm,marker_1_new_anisotropy,marker_2_baseline_measured,marker_2_baseline_radial_pct_r,marker_2_baseline_angular_deg,marker_2_new_measured,marker_2_new_radial_pct_r,marker_2_new_angular_deg,marker_2_new_area_norm,marker_2_new_anisotropy,marker_4_baseline_measured,marker_4_baseline_radial_pct_r,marker_4_baseline_angular_deg,marker_4_new_measured,marker_4_new_radial_pct_r,marker_4_new_angular_deg,marker_4_new_area_norm,marker_4_new_anisotropy,marker_5_baseline_measured,marker_5_baseline_radial_pct_r,marker_5_baseline_angular_deg,marker_5_new_measured,marker_5_new_radial_pct_r,marker_5_new_angular_deg,marker_5_new_area_norm,marker_5_new_anisotropy,marker_6_baseline_measured,marker_6_baseline_radial_pct_r,marker_6_baseline_angular_deg,marker_6_new_measured,marker_6_new_radial_pct_r,marker_6_new_angular_deg,marker_6_new_area_norm,marker_6_new_anisotropy,marker_7_baseline_measured,marker_7_baseline_radial_pct_r,marker_7_baseline_angular_deg,marker_7_new_measured,marker_7_new_radial_pct_r,marker_7_new_angular_deg,marker_7_new_area_norm,marker_7_new_anisotropy,marker_8_baseline_measured,marker_8_baseline_radial_pct_r,marker_8_baseline_angular_deg,marker_8_new_measured,marker_8_new_radial_pct_r,marker_8_new_angular_deg,marker_8_new_area_norm,marker_8_new_anisotropy,marker_9_baseline_measured,marker_9_baseline_radial_pct_r,marker_9_baseline_angular_deg,marker_9_new_measured,marker_9_new_radial_pct_r,marker_9_new_angular_deg,marker_9_new_area_norm,marker_9_new_anisotropy,marker_10_baseline_measured,marker_10_baseline_radial_pct_r,marker_10_baseline_angular_deg,marker_10_new_measured,marker_10_new_radial_pct_r,marker_10_new_angular_deg,marker_10_new_area_norm,marker_10_new_anisotropy,marker_11_baseline_measured,marker_11_baseline_radial_pct_r,marker_11_baseline_angular_deg,marker_11_new_measured,marker_11_new_radial_pct_r,marker_11_new_angular_deg,marker_11_new_area_norm,marker_11_new_anisotropy,marker_12_baseline_measured,marker_12_baseline_radial_pct_r,marker_12_baseline_angular_deg,marker_12_new_measured,marker_12_new_radial_pct_r,marker_12_new_angular_deg,marker_12_new_area_norm,marker_12_new_anisotropy
rep_cf_bpdi5xV,rep_cf_bpdi5xV,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_bpdi5xV/image_06.jpg,10.110838567976801,48,44,0.491424,0.652174,1,True,3.0370266501242638,0.2893699705532313,1,1.71846,0.405375,0.0165497,1.04138,True,3.6450676193272913,-0.10178169313826402,1,3.30006,-0.138776,0.0207527,1.21399,True,1.8325701871767741,-0.15375093736349754,1,1.99076,0.0849534,0.0178594,1.23668,True,1.001885347789444,0.21193746152951576,1,1.87795,0.682238,0.0163442,1.15573,True,1.5120909421215134,0.29865769473923365,1,1.64991,0.4184,0.0194059,7.29169,True,1.9263059434717733,0.23208866439830445,1,1.75236,0.194341,0.0186698,1.57452,True,2.2909540395246286,0.22839394888956122,1,2.04964,0.214446,0.0183445,1.5003,True,-0.5513927225120119,0.1400789746232931,1,-0.290177,0.00458312,0.0148234,8.79548,True,0.9329199544205968,0.0037404568893748547,1,0.990175,0.0256546,0.0173743,1.06345,True,1.5404450599640684,0.6518385663749768,1,1.42953,0.492105,0.017848,1.26354,True,0.8578273827490768,0.6938404336390818,1,1.03445,0.423064,0.0301518,2.14407
rep_cf_bpdi5xV,rep_cf_bpdi5xV,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_bpdi5xV/image_08.jpg,5.024227618566932,48,47,0.287119,0.589474,1,True,0.8690937388552311,2.5811111799363218,1,0.951124,2.68966,0.0165782,8.97446,True,1.9324864923823126,2.845683079533046,1,1.79765,2.97651,0.0100611,3.85321,True,-3.2359302140033686,1.7577287729985045,1,-3.42585,1.84859,0.0138104,4.01751,True,1.5552888715248403,3.0580582325506214,1,0.883987,3.32583,0.00828341,4.33338,False,,,0,,,,,False,,,1,-1.95594,4.34567,0.00860584,39.7812,False,,,0,,,,,False,,,0,,,,,True,2.6301208636132167,0.6802374500755377,1,2.6794,0.436952,0.00992125,1.92854,False,,,1,1.98946,3.34373,0.00854306,4.86835,False,,,1,3.30868,4.25455,0.0120898,2.68454
rep_cf_bpdi5xV,rep_cf_bpdi5xV,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_bpdi5xV/image_09.jpg,6.7883818716731446,48,46,0.345238,0.617021,1,True,2.396117297771705,-0.056122195064858715,1,2.03321,0.0884417,0.0183473,1.15532,True,2.524869143362418,-0.12816015708233408,1,2.73928,0.0470182,0.0195258,1.23647,True,2.0959354071255376,0.046561872984838715,1,1.58565,0.473305,0.0162644,1.07126,True,1.2967200192834039,0.2450312467368292,1,2.07394,0.668824,0.0161445,1.14895,True,0.7499511293199146,0.21658885156870156,1,1.56826,0.201657,0.0196599,7.11402,True,1.2986671986082166,0.4498771925576932,1,1.58066,0.268695,0.020262,1.59731,True,1.7500595659544427,0.8794673292899233,1,1.83936,0.666364,0.0197198,1.61222,True,-0.7429974131851647,1.4895398899392376,1,-0.375937,0.984893,0.0162158,6.25009,True,2.278801906437833,0.4276595264662433,1,2.16826,0.348652,0.0188552,1.21933,True,2.8743499182584453,0.19140588656682667,1,2.57688,0.202402,0.0188581,1.18165,True,1.4386858901982658,-0.07800184757519446,1,1.52219,0.0474504,0.0308909,2.08836
rep_cf_QsJT2wk,rep_cf_QsJT2wk,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_QsJT2wk/image_01.jpg,11.841418387512286,44,35,0.609215,0.506329,1,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,True,-7.181038367614335,-0.16107551345692173,1,-7.26896,-0.491471,0.0110512,1.72419,True,-3.1716623231640595,-1.3337716215069122,1,-3.0722,-1.31864,0.0172687,4.51225,True,-5.5164224441780485,-1.737836989783716,1,-5.74138,-1.74754,0.0151002,1.69528,True,-5.491547843923572,-2.4503977401519705,1,-5.70295,-2.42108,0.012846,2.22492,False,,,1,-3.80199,-4.53924,0.00842608,16.6912,True,-7.163521526626804,-2.9919156632739714,1,-7.32915,-3.0003,0.00880272,2.02472,True,-7.608166344527467,-2.8761943540089305,1,-7.78664,-2.90741,0.00822919,1.56308,False,,,0,,,,
rep_cf_QsJT2wk,rep_cf_QsJT2wk,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_QsJT2wk/image_02.jpg,11.03322185456376,42,45,0.505345,0.83908,1,True,-0.7333093253031664,-0.5570338839625606,1,-0.886736,-0.464297,0.0179792,1.29774,True,-1.9116920713963426,-0.6996248259021627,1,-2.04262,-0.68881,0.0178309,1.29848,True,-3.540953368509281,-0.005845344142073827,1,-3.71962,-0.0126411,0.0195543,1.25476,True,-2.4433753349608622,0.6278054795262449,1,-2.47961,0.596074,0.0204417,1.33391,True,-0.18376823246722962,1.7135234360243032,1,-0.221594,1.72571,0.024017,7.46376,True,-0.2368851415522233,0.8595015398266241,1,-0.150212,0.771081,0.020961,1.71522,True,-0.06263496540069857,0.5554355789935244,1,0.0285343,0.464687,0.0211123,1.3887,True,-0.0013409018458587774,0.9564061561210337,1,0.0431633,0.929062,0.0301946,4.49462,True,-0.6569725520243597,0.24012583767103024,1,-0.540089,0.225821,0.0191834,1.04132,True,-0.03430165416742348,0.5692849240351165,1,0.071301,0.516194,0.0188467,1.3089,True,-1.2813424846129906,-0.3476709809237377,1,-1.39727,-0.378764,0.0266136,2.27263
rep_cf_QsJT2wk,rep_cf_QsJT2wk,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_QsJT2wk/image_03.jpg,12.618340042428988,39,47,0.416612,0.686047,1,True,0.8271870703829287,0.11115543705824749,1,0.836562,2.00633e-06,0.0197626,1.21902,True,-0.3222779781859808,-0.3124123560842236,1,-0.0177718,-0.285794,0.0192947,1.23637,True,-1.376686767652513,-0.053786948424487946,1,-1.0796,0.0267064,0.0204703,1.23887,True,0.0722102409476566,0.5305851714243488,1,0.271543,0.580465,0.0203361,1.50377,True,0.91887203239569,0.4425370122151264,1,0.056303,0.783355,0.0239485,7.04905,True,0.7185315926046654,0.03836794886692019,1,0.904189,0.0640735,0.0226046,1.50184,True,-0.03723326028424179,-0.012897330191037781,1,0.141892,0.0312387,0.021934,1.37443,True,-0.052679307462544234,-0.041558693037927696,1,0.187416,0.265649,0.0299264,4.79986,True,-0.02409384665450487,0.8536970317250052,1,0.246406,0.827148,0.0214261,1.98485,True,-0.3066092126487119,0.4616861353152899,1,-0.342449,0.458628,0.0193831,1.31479,True,0.5116404209297265,0.27372242592497287,1,0.424068,0.275011,0.0307082,2.28256
rep_cf_QsJT2wk,rep_cf_QsJT2wk,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_QsJT2wk/image_04.jpg,12.682462029296445,40,46,0.724141,0.767442,1,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,True,0.8196728164057143,1.2056001043885374,1,0.680193,1.18751,0.0173515,2.3592,False,,,0,,,,,False,,,0,,,,,True,-0.02613413475121007,2.502645956334618,1,-0.172021,2.48341,0.0152485,4.71711,False,,,0,,,,,False,,,0,,,,
rep_cf_QsJT2wk,rep_cf_QsJT2wk,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_QsJT2wk/image_06.jpg,45.71148495644719,35,44,0.96974,0.443038,1,True,5.4232762923306925,-0.018051804864512633,1,5.4914,-0.0228625,0.0218998,1.02685,True,6.278062826997111,-0.35417013312604695,1,6.31996,-0.455564,0.0161217,1.41832,False,,,0,,,,,True,2.5865459332090945,-0.9656182668286988,1,2.78373,-0.617418,0.010121,16.116,False,,,1,0.355461,0.135523,0.0106403,2.60789,False,,,0,,,,,True,-5.251598128800461,2.0446868725666434,1,-4.86933,2.29782,0.0157736,3.59979,False,,,0,,,,,True,7.969518401503251,0.20904621867748574,0,,,,,True,6.07006706791916,0.05664987338457195,1,6.21045,0.066656,0.0197569,1.24346,False,,,1,4.64193,0.0872693,0.0244935,2.47756
rep_cf_f71234_Sw2D1Bt,rep_cf_f71234_Sw2D1Bt,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_f71234_Sw2D1Bt/image_01.jpg,5.6154871834164215,48,48,0.670939,0.708333,1,True,0.5500127812499866,-0.3272360999723105,1,0.451258,-0.295647,0.0213776,1.29093,True,-0.20644665056100964,-0.33481015825356053,1,-0.103809,-0.206126,0.021098,1.28063,True,-0.5887117035111689,0.08623474097842632,1,-0.268331,0.237411,0.0199224,1.30362,True,-0.721446775887391,0.05664410858520341,1,-0.160017,0.0759934,0.0192433,1.23137,True,0.03422630133613769,-0.3414781936032796,1,0.0917424,-0.31451,0.0304372,4.54027,True,-0.7013680240419706,0.05773130347191113,1,-0.524455,0.0120775,0.0203989,1.195,True,0.4915453227170241,2.210245273454234,1,-0.281828,-2.76875,0.00831765,2.62209,True,2.1793612523948735,-1.712492642361667,1,2.22476,-1.87399,0.0135879,18.5785,True,0.671217897800247,0.0014813744890034286,1,0.772199,-0.0758376,0.0213491,1.20422,True,1.018664486482579,-0.13518853157211197,1,0.98979,-0.232591,0.0211636,1.2011,True,-0.3107668108328743,-0.021601292107845893,1,-0.182025,-0.162029,0.0357787,2.04281
rep_cf_f71234_Sw2D1Bt,rep_cf_f71234_Sw2D1Bt,rep,rep_labelled,calibration,Clean,rep/calibration/rep_cf_f71234_Sw2D1Bt/image_02.jpg,6.220537725810149,48,48,0.660743,0.697917,1,True,0.4304560939241253,-0.27472710385603705,1,0.324977,-0.285061,0.0210352,1.25281,True,-0.2052399433662644,-0.26587509404987486,1,-0.196152,-0.229935,0.0212064,1.24101,True,-0.5125063994725676,0.05418007209416942,1,-0.296456,0.157028,0.0201906,1.29978,True,-0.3881024757621865,-0.029681371880997176,1,-0.121529,0.161231,0.019346,1.29601,True,-0.1237805945774495,-0.5223474368727921,1,0.10193,-0.245033,0.0307425,4.70714,True,-0.5196856024293539,-0.1347364992062694,1,0.0113888,-0.00440437,0.019249,1.14572,True,0.2319922314998002,1.9324229692019799,1,0.435369,1.72026,0.00920505,3.19633,True,2.087513503386129,2.0094015796719873,1,2.0906,2.06845,0.0140444,18.3182,True,0.024036715807351783,-0.010767386403017554,1,0.31224,-0.0762699,0.0212064,1.2005,True,0.40747451311518024,-0.0975478112292194,1,0.540436,-0.18686,0.0210095,1.17896,True,-0.6129027274473176,0.06549969865060934,1,-0.595338,-0.019314,0.03587,2.05498
rep_arf_m304y61,rep_arf_m304y61,rep,rep_labelled,calibration,ARF,rep/calibration/rep_arf_m304y61/image_01.jpg,3.9127745498026263,48,48,0.451717,0.635417,1,True,-0.9858972707758928,0.2167515704039502,1,-0.662686,-0.0793003,0.0146607,1.09188,True,-0.35005083578176777,0.4068386786015594,1,-0.102923,0.03546,0.0150945,1.05876,True,0.3314714223767945,0.3918170072463312,1,0.41891,0.255576,0.0157992,1.02645,True,0.8064689858853669,0.38246066889070107,1,0.661522,0.304358,0.0169748,1.35619,True,0.8541500241193267,0.06941628671998501,1,0.828559,0.0988757,0.0203533,8.49214,True,0.9408880251551954,0.06784346741258673,1,0.886072,0.15851,0.0162244,1.22618,True,0.8464994035542905,-0.1966557727131999,1,0.75244,-0.0748651,0.018256,1.42182,True,0.5944954547328574,-0.660039688865595,1,0.816555,-0.341134,0.0206215,8.23146,False,,,0,,,,,True,-0.6633024821618316,-0.3287617328419401,1,-0.401442,-0.284947,0.0150003,1.18897,True,-0.9045385333516176,0.28662924974338466,1,-0.583191,0.0833715,0.0266821,1.95637
rep_cplus_wEYZOyK,rep_cplus_wEYZOyK,rep,rep_labelled,calibration,C+ Factory,rep/calibration/rep_cplus_wEYZOyK/image_00.jpg,6.207082200907819,44,38,0.759484,0.402439,1,True,-7.834098663403932,0.1608527600083285,1,-7.59068,0.0204885,0.0130343,1.50631,False,,,0,,,,,True,-7.640443222742621,2.0668185418276153,1,-7.77999,2.15176,0.0100183,1.24163,False,,,0,,,,,True,-3.8380389007380167,3.2927984809844304,1,-3.94014,3.17015,0.0127604,5.80284,True,-7.287003564717365,2.120486588697702,1,-7.33277,2.09236,0.010763,1.2384,True,-7.207455499600823,1.808156477891032,1,-7.37306,1.71255,0.0112681,1.06167,True,-3.5098427435163337,1.4141093642779197,1,-3.59355,1.36482,0.0137962,6.33416,True,-7.335220446158308,0.7819259498269275,1,-7.33645,0.863162,0.0118559,1.1472,True,-7.856830141199178,0.4215968151838183,1,-7.59063,0.551966,0.0126691,1.30158,True,-7.159178473468164,0.5716606071902106,1,-6.81824,0.54899,0.0194231,1.47576
rep_cplus_wEYZOyK,rep_cplus_wEYZOyK,rep,rep_labelled,calibration,C+ Factory,rep/calibration/rep_cplus_wEYZOyK/image_02.jpg,5.806008392913971,47,37,0.74465,0.571429,1,True,-7.920068648298395,0.07243919862072445,1,-7.85364,0.036599,0.0124208,1.5914,False,,,1,-7.42349,-0.311392,0.0081978,2.14752,True,-7.583043323592387,1.8840617317697053,1,-7.74859,1.81053,0.0107573,1.09535,False,,,0,,,,,True,-4.021768782559687,2.6544682795881727,1,-3.94486,2.44299,0.0128117,5.8081,True,-7.270936383436267,1.9908129676634871,1,-7.35234,1.86506,0.0110341,1.06979,True,-7.35995563864138,1.5967484358370712,1,-7.47104,1.50927,0.0114963,1.03908,True,-3.654802476638319,1.1797700163979812,1,-3.61759,1.27412,0.0134566,6.66166,True,-7.427189048401816,0.7345336148119372,1,-7.46747,0.850417,0.0116904,1.16859,True,-7.788467453848746,0.24827034062462872,1,-7.72063,0.414146,0.0117503,1.24987,True,-7.390274093966709,0.3711524612961057,1,-7.10898,0.491028,0.0187668,1.42062
rep_cplus_wEYZOyK,rep_cplus_wEYZOyK,rep,rep_labelled,calibration,C+ Factory,rep/calibration/rep_cplus_wEYZOyK/image_03.jpg,6.516768126929766,46,42,0.565262,0.454545,1,True,-7.778313071070741,-1.4113855465946585,1,-7.66471,-1.37056,0.0116133,1.19815,True,-7.896729718193063,-0.7378983903703329,1,-7.77226,-0.694703,0.0118159,1.25234,True,-7.921822709729442,0.5161101398297063,1,-7.77528,0.455075,0.0116732,1.14043,False,,,0,,,,,True,-4.168597630347836,1.1567595287147299,1,-3.95552,1.16611,0.0130514,5.69238,True,-7.373714560052036,1.016729108396163,0,,,,,True,-7.4624963116668885,0.27859101699039,1,-7.26358,0.270965,0.0118387,1.05786,True,-3.304184639151486,-0.2755241561420121,1,-3.43316,-0.399491,0.0135051,6.91888,True,-7.498160481503858,-0.8882920466008954,1,-7.35628,-1.05816,0.0116732,1.14751,True,-7.848446090252903,-1.196783881693193,1,-7.8602,-1.23178,0.0118901,1.33793,True,-7.283747438531318,-1.399654667427285,1,-7.23648,-1.35252,0.0186726,1.38931
rep_cplus_wEYZOyK,rep_cplus_wEYZOyK,rep,rep_labelled,calibration,C+ Factory,rep/calibration/rep_cplus_wEYZOyK/image_04.jpg,6.213528455705312,48,48,0.778034,0.84375,1,False,,,0,,,,,False,,,1,2.90211,-1.55627,0.00861725,6.96947,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,
rep_cplus_wEYZOyK,rep_cplus_wEYZOyK,rep,rep_labelled,calibration,C+ Factory,rep/calibration/rep_cplus_wEYZOyK/image_05.jpg,7.747133216785896,48,48,0.592035,0.729167,1,False,,,0,,,,,False,,,0,,,,,True,3.1606056597321297,-1.301437256882707,1,3.30374,-1.18115,0.0137848,7.07043,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,,True,3.630244668772331,3.676252638309677,0,,,,,False,,,0,,,,,False,,,0,,,,,False,,,0,,,,
