marker,feature,n,median,mad,p10,p90,min,max
h08,outer_t,9,0.00508855401485106,0.005843489767194759,-0.005123660037978461,0.01962914469450387,-0.006657986775813973,0.04014566520649315
h08,radial_span,9,0.16532468213759732,0.003681834009229612,0.1529402544285805,0.17007607413718726,0.11812987962943161,0.17014057978738006
h08,segmentation_confidence,9,0.8673222794131694,0.013640060746315186,0.8290897047667376,0.8840144374889823,0.7556160397400162,0.885071476003476
h09,angular_residual_deg,9,0.12067605570280193,0.34964214597562204,-0.5334094124417731,0.885375948502906,-1.1668871975684567,1.757246004850117
h09,anisotropy,9,5.65524737801245,0.02990201233626255,5.038162371779879,8.266668028824471,3.175854743489382,10.143396639904392
h09,area_norm,9,0.025906024490916474,0.0014448583468996516,0.017772819820595077,0.02714507185726028,0.016571522490697675,0.027350882837816125
h09,axis_residual_deg,9,0.07391707133746195,0.44083074953951495,-0.588290225474256,0.7026298740333715,-1.4488364598247898,0.9985278550980894
h09,centre_r,9,0.6868971827460422,0.002810286533818429,0.6617925210728783,0.6903984355563244,0.6446441506521997,0.6931623006621797
h09,centre_t,9,0.0014503472042149156,0.0038823853485092288,-0.006232995112335055,0.010583650984817523,-0.013128211456099742,0.021073558041878052
h09,diameter_over_dial,9,0.18152179654441886,0.005090704678103158,0.15040744783751533,0.18590126817380317,0.14525633199438442,0.18661250122252201
h09,inner_r,9,0.5603887904155699,0.002120139578923319,0.557690677039696,0.5658104026689043,0.5575576839700256,0.5723853463885951
h09,inner_t,9,-0.013034375043114752,0.030549528312832388,-0.045272767251378625,0.04981307423672838,-0.05202822283310457,0.060589767991720285
h09,outer_r,9,0.8136921890956881,0.002680795453592233,0.766160836733385,0.8164399810751665,0.731092771012344,0.8167079671787111
h09,outer_t,9,0.009401895074304598,0.028736960077719278,-0.041959563839839495,0.04547474707985412,-0.04452854244645191,0.05215884551717453
h09,radial_span,9,0.25032033713850066,0.005663856995209771,0.20615386057496146,0.25606518011475754,0.17282412017569754,0.2563891240389461
h09,segmentation_confidence,9,0.8110839586035352,0.02736069242049388,0.7863670160077839,0.958858542630548,0.7837232661830413,0.9846746670661823
h10,angular_residual_deg,8,0.09537176860894192,0.05413661076097753,-0.09413905222712628,0.18052355241679832,-0.12760604107859308,0.21446286357758026
h10,anisotropy,8,1.192874676175992,0.01862308299423454,1.1599987321021263,1.238261482749835,1.1597967363959698,1.239672973202107
h10,area_norm,8,0.01959686740074123,0.0007318569648754707,0.017709209957235867,0.02043524400560861,0.016935287277906743,0.020803734034741745
h10,centre_r,8,0.7503417846075565,0.0017845323971013571,0.7281081394761366,0.7520133923653453,0.7273735657798557,0.7524086286029394
h10,centre_t,8,0.0012463684136821002,0.0007303688072422959,-0.001234272169868722,0.0023405870227955206,-0.0016744688087046988,0.002726560387485033
h10,diameter_over_dial,8,0.15795177748613215,0.002955229945399554,0.15014457367897593,0.16130093048762228,0.14684235582311111,0.16275176451020737
h10,inner_r,8,0.6673125368004221,0.0012398872847290132,0.6481916471597408,0.6685283183823798,0.6479351213251614,0.6686126883420795
h10,inner_t,8,0.002047153500534124,0.0045838012733759315,-0.006303680841888115,0.010809682601006187,-0.008030521099519128,0.013837898691059725
h10,outer_r,8,0.8320803651630788,0.0021216633179799715,0.8061853474740917,0.8355188665984641,0.8043328651098052,0.8368206588413287
h10,outer_t,8,0.005848535357694723,0.0045681369383527015,-0.0017117488227578023,0.014228404676486475,-0.004532452210238347,0.016799813873680125
h10,radial_span,8,0.16534934059214715,0.0026764753614493264,0.15814028650553905,0.1684714071672016,0.1560312783066733,0.16908609272575725
h10,segmentation_confidence,8,0.8851753109420188,0.019076524589745403,0.8640559035405291,0.9049185394821593,0.860559643526912,0.9057746605173057
h11,angular_residual_deg,8,0.03423759253115577,0.08624017942622686,-0.06839732457654009,0.12497795641027096,-0.08524494369817148,0.1398164698700839
h11,anisotropy,8,1.1682914586376028,0.04340308847803209,1.097680455809225,1.2337158948762124,1.0856650336898244,1.2563730999996294
h11,area_norm,8,0.01939553219129348,0.0006132262150986764,0.01677065701149362,0.02008823224233676,0.015631723090827162,0.020401891284774903
h11,centre_r,8,0.7478130111543841,0.0029310763461626865,0.7212404299271398,0.7523786335100371,0.7166333609073743,0.7546004972205957
h11,centre_t,8,0.00041190913036169563,0.0011146756458479956,-0.0008928541493979203,0.001641366733139074,-0.001115459284340925,0.0018413279985987352
h11,diameter_over_dial,8,0.15713309596362768,0.0024873843415015584,0.1460900293247427,0.15992545678082687,0.14107773740598092,0.1611722518647769
h11,inner_r,8,0.6671406584425896,0.002288393191180349,0.6451290109667543,0.6694387121864998,0.6441359664978787,0.6717197740336821
h11,inner_t,8,0.004299091544894856,0.004529898615811073,-0.0009919635115208298,0.013946443450593,-0.001260377134877505,0.021144843524240675
h11,outer_r,8,0.8281703457698828,0.004874232487156738,0.7985839979291539,0.8341488632483202,0.7893219531941734,0.8359076167049535
h11,outer_t,8,-0.00019877666942863526,0.0007767187016270993,-0.0017162469751182629,0.0033735277999430487,-0.0029727728638383466,0.004000046200541008
h11,radial_span,8,0.1623491578463209,0.0027469049099415332,0.15402244094461415,0.16503123665972258,0.14376735174075805,0.16525812799761208
h11,segmentation_confidence,8,0.8986774390967099,0.020393602676407274,0.8731086073126769,0.9212715030197647,0.8642130855571954,0.9234411328181229
h12,angular_residual_deg,8,0.03866015133213807,0.13822284265769724,-0.20042140458259608,0.37153461992958214,-0.2681096522773032,0.9725448889054746
h12,anisotropy,8,2.1084097473007377,0.08105494911785383,1.7188802641066458,2.85590624539624,1.5438534619086954,4.390759685128515
h12,area_norm,8,0.03148520762112303,0.0018781779912573938,0.026628537527172293,0.03335586197674437,0.020691319681356377,0.03338219470147055
h12,axis_residual_deg,8,1.7684867858151136,1.5008608607803637,-0.09259054973911063,5.747804978912624,-0.1826632934332011,10.841826472570588
h12,centre_r,8,0.7298857167133488,0.006150668528568326,0.7066660969810206,0.7355963877925166,0.6995948938476292,0.7371363788654184
h12,centre_t,8,0.0004848456461197219,0.001704362766978605,-0.0025550566536150466,0.004605941371760047,-0.0034026075482982633,0.012262706855730547
h12,diameter_over_dial,8,0.20021916291316832,0.005886528336403907,0.18360341779087785,0.20608247412986577,0.16231144892169472,0.20616373404883837
h12,inner_r,8,0.5721101402951945,0.002095510129187461,0.5694334714632601,0.5741677612875744,0.5693894849718271,0.5743003732664008
h12,inner_t,8,0.0006736539721147303,0.008924789600460597,-0.013769197471231657,0.01072480667271613,-0.014913073716826177,0.02044570481541738
h12,outer_r,8,0.8269819384943183,0.00818712868512017,0.7961008070407589,0.8350259330583373,0.7867343960567228,0.8355269024821916
h12,outer_t,8,-0.00011844971985291476,0.06849703658320846,-0.06850851941774966,0.09249048832588509,-0.06888290351634066,0.0953194730523907
h12,radial_span,8,0.25474310079839924,0.009326864412898206,0.22589446039974298,0.26337882613963676,0.21462203885426623,0.2657978128904491
h12,segmentation_confidence,8,0.9104899966836031,0.018541853975798772,0.8916560846628304,0.9388596645965577,0.8901473773823656,0.9401956600077352
h12,stage3_apex_r_projective,9,0.5890713730111548,0.003969283853872629,0.5849075607262254,0.5985477674409925,0.5842375777982226,0.6025140805960866
h12,stage3_apex_r_projective_over_round_inner,9,0.8650093583130025,0.005828610651795296,0.8588950965142811,0.8789247686358186,0.8579112742998863,0.8847490170280272
h12,stage3_apex_r_simple,9,0.5570711942958334,0.004673664439035274,0.5513154417597426,0.5781932782488928,0.5493583911315965,0.5801163641822848
h12,stage3_apex_tangential_offset_canonical,9,-0.0005420871122519004,0.0012887178951808752,-0.003576105757339132,0.0015737776463341181,-0.007106064364155644,0.004882365099954688
h12,stage3_apex_to_base_span_projective,9,0.22048307868034128,0.004619496364053621,0.20951165085093462,0.22748684163724134,0.2024555207438654,0.2370239080086271
h12,stage3_apex_to_base_span_simple,9,0.23128715256448906,0.025927765656100443,0.19910103911904775,0.2640705175115098,0.17406764796168428,0.27038119573200015
h12,stage3_axis_incidence_canonical,9,-0.001406795697942894,0.00368696702585052,-0.008308055775302295,0.010323179277702087,-0.017306566616883744,0.020798814056252345
h12,stage3_base_half_width_symmetry,9,-6.602538952664185e-17,3.532338587054334e-16,-6.582746996749647e-16,3.774543278348057e-16,-9.265300608749874e-16,4.373734821367445e-16
h12,stage3_base_line_angular_deviation_deg,9,0.12399398205969384,1.6684715246658668,-1.9655872809630384,2.580847459747337,-3.650026234390501,3.5581211767305256
h12,stage3_base_r_projective,9,0.8089220703352737,0.004787198413100047,0.8033102395169558,0.8163421733678445,0.8000117098960844,0.8255822010575159
h12,stage3_base_r_projective_over_round_outer,9,0.98528875802104,0.0058309359477467515,0.9784533977064018,0.9943266423481665,0.9744357002388361,1.0055812436754152
h12,stage3_base_r_simple,9,0.7999508076807421,0.02282791790805616,0.7523424001780796,0.8233378159136321,0.7234260390932807,0.8255741772129676
h12,stage3_base_tangential_offset_canonical,9,-0.0014445780028676828,0.0012688405358127646,-0.0033146371808366808,0.00018122259450916323,-0.0036426295312281193,0.0016090628407654877
h12,stage3_base_to_minute_track_gap_projective,9,0.08207792966472627,0.004787198413100047,0.07465782663215544,0.08768976048304418,0.06541779894248412,0.09098829010391563
h12,stage3_base_to_minute_track_gap_simple,9,0.0910491923192579,0.02282791790805616,0.06766218408636789,0.1386575998219204,0.06542582278703246,0.16757396090671933
h12,stage3_base_width_over_height,9,0.9064133198779265,0.04849974487508635,0.8562438698504969,1.0704147239416089,0.8495650492411241,1.082347081935139
h12,stage3_centre_r_projective,9,0.7368203022845754,0.0021387881445902313,0.7332041336316134,0.739940797842866,0.7295201567752025,0.7427944724308162
h12,stage3_centre_r_projective_over_round_centre,9,0.9811189111645479,0.0028479202990548957,0.9763037731446251,0.9852740317481572,0.9713983445741712,0.9890738647547486
h12,stage3_centre_r_simple,9,0.7289283993752428,0.010987308497450887,0.6791835978504235,0.7365440027583354,0.6555143171371826,0.7399157078726937
h12,stage3_centre_to_minute_track_gap_projective,9,0.15417969771542456,0.0021387881445901757,0.15105920215713395,0.15779586636838658,0.14820552756918387,0.16147984322479747
h12,stage3_centre_to_minute_track_gap_simple,9,0.16207160062475723,0.010987308497450887,0.15445599724166467,0.21181640214957656,0.15108429212730634,0.23548568286281746
h12,stage3_centroid_angular_offset_deg,9,-0.06564192314558853,0.19025584203798085,-0.30484811757309893,0.04841843197993015,-0.378846597171469,0.12887455324535035
h12,stage3_centroid_position_within_span,9,0.6544101829635494,0.019695540873912454,0.6255967101929841,0.6778240313562991,0.6098462727072237,0.681409157089998
h12,stage3_centroid_tangential_offset_canonical,9,-0.0008351100781165806,0.0022798103249544108,-0.003672777324636129,0.0005813577216559739,-0.004334424781174048,0.0014447002468378303
h12,stage3_symmetry_axis_angular_deviation_deg,9,-0.2827527117500717,0.3944391636247328,-0.7998105312648285,0.6681061759362141,-1.2902851548249246,1.352699522233859
h12,stage3_triangle_height_over_minute_track_r,9,0.2596028942494891,0.029101681121936618,0.22347552977224422,0.29639401812886823,0.19537279635101104,0.30346182736475846
global,n_markers_segmented,9,11.0,0.0,7.7,11.0,6.5,11.0
global,pose_confidence,9,0.9377143472963949,0.023293996117648263,0.7418126827677612,0.9598054652133616,0.674641458338936,0.9610083434140432
global,tilt_deg,9,5.193792188390088,0.5383518235626967,4.677340584155744,6.472424172959934,4.246242030501378,7.025010778276031
