marker,feature,n,median,mad,p10,p90,min,max
h07,outer_t,4,-2.2218392676520704e-06,0.0024368910608941474,-0.0033109516315696363,0.011605883190083318,-0.004618709728681392,0.016470516388787493
h07,radial_span,4,0.15318665340931242,0.013106862805200736,0.13369105163631054,0.16631350838357212,0.13093160046897545,0.16634349663716053
h07,segmentation_confidence,4,0.8604954263619493,0.044674583252859446,0.7185368763953712,0.920663638817691,0.6602434308006895,0.9439040826220142
h08,angular_residual_deg,3,0.20925894160470193,0.01818402949152187,0.19471171801148443,1.6575227576046871,0.19107491211318006,2.0195887116046833
h08,anisotropy,3,1.2955409923850114,0.121212068697919,1.1985713374266762,1.8337543599963042,1.1743289236870924,1.9683077018991275
h08,area_norm,3,0.014136306082911661,0.0037302530410501175,0.00975535880111364,0.017120508515751757,0.008660121980664135,0.01786655912396178
h08,centre_r,3,0.7393855894280557,0.009989498171965705,0.7191132611684458,0.7473771879656282,0.7140451791035433,0.7493750876000214
h08,centre_t,3,0.002700438586393128,0.00031917024876498834,0.0024451023873811374,0.021680305463795336,0.0023812683376281396,0.026425272183145887
h08,diameter_over_dial,3,0.13415999374345303,0.01666576534622291,0.1108373691218253,0.14749260602043135,0.10500671296641838,0.15082575908967594
h08,inner_r,3,0.6607981072282738,0.014964630870317075,0.6488264025320202,0.690418099769644,0.6458334763579567,0.6978230979049865
h08,inner_t,3,0.011963076947597573,0.01204828762781085,0.0023244468453488933,0.038726816566472345,-8.521068021327682e-05,0.04541775147119104
h08,outer_r,3,0.8235931664799129,0.008742904700593024,0.7922011392771923,0.8305874902403872,0.7843531324765121,0.8323360711805059
h08,outer_t,3,0.03028155355706541,0.00282560685303318,0.028021068074638868,0.03492863200466776,0.02745594670403223,0.036090401616568346
h08,radial_span,3,0.13851965611855532,0.004006682843035958,0.13531430984412657,0.15793997862502232,0.13451297327551937,0.16279505925163906
h08,segmentation_confidence,3,0.8669625202387907,0.044665032814561356,0.6879395695389661,0.9026945464904398,0.64318383186401,0.9116275530533521
h09,angular_residual_deg,4,0.22524269594242696,0.421642444794486,-0.2432174678684305,0.783801084747222,-0.31344404639298773,0.8926411882691809
h09,anisotropy,4,6.407772305709535,0.7775440200066828,5.333616548315773,8.070020474242199,4.888698942235155,8.76697768509663
h09,area_norm,4,0.0208928568099316,0.004088662350814639,0.01228427315396241,0.025099861496925363,0.01022036866298997,0.025277375001194046
h09,axis_residual_deg,4,0.7844141883390279,0.33221536172770527,0.4251968227343127,1.9343159374146754,0.3846938169187979,2.3136836790034465
h09,centre_r,4,0.6791743786869187,0.008875293610978385,0.6446985185642166,0.6884207844569471,0.6333292270316385,0.6889774526955222
h09,centre_t,4,0.0027123295855029568,0.004909531570005482,-0.002704219123747553,0.009420663820825306,-0.003464744832615096,0.01073481189800935
h09,diameter_over_dial,4,0.162421086035346,0.01592224225095233,0.124118588963833,0.17876576669116456,0.11407443860695031,0.17939942429846392
h09,inner_r,4,0.5580349226686829,0.0008200409487262861,0.5571678164951828,0.5610319400797198,0.557097218658022,0.5620153570186821
h09,inner_t,4,0.019660233682855476,0.02190334345182725,-0.024620977780529532,0.04386911396290753,-0.036681710672866574,0.04732741920524473
h09,outer_r,4,0.7984280414093498,0.016086128047123394,0.7316047056911822,0.8154284665263178,0.7088805841144725,0.8167999121310848
h09,outer_t,4,-0.029576905539403564,0.0041176550307406995,-0.03406424937826775,-0.0049701362084494495,-0.03461878259045297,0.004207007928917167
h09,radial_span,4,0.23805171262227143,0.016788505933914954,0.17401546246392444,0.2566910780733892,0.15178336545645055,0.2594673673491934
h09,segmentation_confidence,4,0.8638644850580751,0.04436080319828861,0.8124476295059393,0.949004479099016,0.8018635509751686,0.974041331267846
h10,angular_residual_deg,3,0.21751594548192088,0.39611013918027993,-0.09937216586230306,1.569442834670383,-0.17859419369835905,1.9074245569674986
h10,anisotropy,3,1.195823257279009,0.19122355922163803,1.0428444099016987,2.5780587242459276,1.004599698057371,2.923617590987657
h10,area_norm,3,0.013612592245430792,0.0014104935956072706,0.012484197368944976,0.01823593297391706,0.012202098649823521,0.019391768156038627
h10,centre_r,3,0.7492801407655119,0.003117102966532448,0.7174568476857051,0.7517738231387379,0.7095010244157534,0.7523972437320443
h10,centre_t,3,0.0028445578822670625,0.005056119970160755,-0.0012003380938615416,0.020614665814578572,-0.0022115620878936926,0.025057192797656447
h10,diameter_over_dial,3,0.13165139859962638,0.007007126650551879,0.12604569727918488,0.15203562677209664,0.1246442719490745,0.1571316838152142
h10,inner_r,3,0.6572072296102895,0.01067412863905759,0.6459625094673066,0.6657465325215356,0.6431513294315608,0.6678813582493471
h10,inner_t,3,0.005691942818607965,0.003837769135924096,0.0026217275098686875,0.014898844255279943,0.0018541736826838684,0.017200569614447936
h10,outer_r,3,0.8229116967262624,0.006386043631924521,0.7848814193250165,0.828020531631802,0.775373849974705,0.8292977403581869
h10,outer_t,3,-0.0045771673292237525,0.003058474607586681,-0.007960264352618629,-0.0021303876431544074,-0.008806038608467348,-0.0015186927216370716
h10,radial_span,3,0.1614163821088398,0.004288085007133069,0.13806129285628332,0.16484685011454625,0.1322225205431442,0.16570446711597286
h10,segmentation_confidence,3,0.8890145873933657,0.06039905466120765,0.5557371469138108,0.9373338311223318,0.4724177867939221,0.9494136420545733
h11,angular_residual_deg,3,0.19654899316071806,0.24231480827126006,-0.07545186689992534,0.3904008397777261,-0.14345208191508618,0.4388638014319781
h11,anisotropy,3,1.0856257093909698,0.06557620367138584,1.0331647464538611,1.1543712335547138,1.020049505719584,1.1715576145956499
h11,area_norm,3,0.016769489704069388,0.002794905468195101,0.014237623690643592,0.01900541407862547,0.013604657187287143,0.01956439517226449
h11,centre_r,3,0.745532184920418,0.006256620493513276,0.7153459890401856,0.7505374813152286,0.7077994400701276,0.7517888054139312
h11,centre_t,3,0.0025789667869080546,0.003131636862377496,-0.0009019098840114647,0.005084276276810051,-0.0017721290517413446,0.0057106036492855505
h11,diameter_over_dial,3,0.14612178973804799,0.011707743626759415,0.13451477543651713,0.1554879846394555,0.1316130218611344,0.1578295333648074
h11,inner_r,3,0.668768936928878,0.002434457665721257,0.6476479382605924,0.6707165030614549,0.642367688593521,0.6712033945945992
h11,inner_t,3,0.002710266206089662,0.004750980704687657,-0.0010905183576604637,0.016908368552832766,-0.0020407144985979953,0.02045789413951854
h11,outer_r,3,0.8229788168799558,0.00914295006106458,0.7838734574958489,0.8302931769288074,0.7740971176498221,0.8321217669410204
h11,outer_t,3,0.004701609324055889,0.00424469543121192,0.0013058529790863527,0.014486141453377843,0.00045691389284396866,0.016932274485708332
h11,radial_span,3,0.15177542228535656,0.011577407726785838,0.13573862770211223,0.16103734846678525,0.13172942905630114,0.1633528300121424
h11,segmentation_confidence,3,0.935946926170505,0.010988993652992995,0.8964575961554503,0.9447381210928995,0.8865852636516867,0.946935919823498
h12,angular_residual_deg,3,0.02191661770535802,0.14950927192154495,-0.09769079983187794,0.3476730089243688,-0.12759265421618693,0.4291121067291215
h12,anisotropy,3,1.9748681430918913,0.14883521876054728,1.8557999680834534,2.135552853784754,1.826032924331344,2.1757240314579698
h12,area_norm,3,0.030180603632957992,0.0016403096913427812,0.02342659415421394,0.031492851386032215,0.021738091784527926,0.03182091332430077
h12,axis_residual_deg,3,-2.4436524920769784,2.8778886750504,-6.312046244798569,-0.14134155203665832,-7.279144682978966,0.4342361829734216
h12,centre_r,3,0.7225467848997428,0.014701229591570608,0.7001793157027151,0.7343077685729993,0.6945874484034581,0.7372480144913134
h12,centre_t,3,0.0002820100156248653,0.001828797639083969,-0.00118102809564231,0.004385647514143017,-0.0015467876234591038,0.005411556888772554
h12,diameter_over_dial,3,0.19602841128127277,0.005256573737704218,0.17229884803035378,0.20023367027143615,0.16636645721762403,0.201284985018977
h12,inner_r,3,0.5711954238861814,0.000988282961451703,0.57040479751702,0.5747947882874573,0.5702071409247297,0.5756946293877764
h12,inner_t,3,0.008524019017782531,0.0009971689479621963,0.005294396429031782,0.009321754176152289,0.004486990781844095,0.009521187965744728
h12,outer_r,3,0.8267696368906852,0.008083687896275227,0.7824682887542447,0.8332365872077053,0.7713929517201346,0.8348533247869604
h12,outer_t,3,-0.0871767617192013,0.0012722230976780075,-0.08819454019734371,-0.033336618114712814,-0.08844898481687931,-0.019876582213590694
h12,radial_span,3,0.2555742130045038,0.003584482394680233,0.21206349123722465,0.258441798920248,0.20118581079540487,0.259158695399184
h12,segmentation_confidence,3,0.9079730369656264,0.0010511509042330225,0.90713211624224,0.9434705704894809,0.9069218860613933,0.9523449538704445
h12,stage3_apex_r_projective,3,0.587861661514138,0.011709762348309671,0.5770344986826501,0.5972294713927857,0.5743277079747782,0.5995714238624477
h12,stage3_apex_r_projective_over_round_inner,3,0.8632329831338296,0.017194952053318224,0.8473340656132894,0.8769889447764841,0.8433593362331544,0.8804279351871478
h12,stage3_apex_r_simple,4,0.5537075242371319,0.0038406490552033157,0.5493419097232424,0.5656279888931287,0.5485544615352131,0.569653229999204
h12,stage3_apex_tangential_offset_canonical,4,0.00025716009534235,0.006790805909255358,-0.012475875399595339,0.008892734224021205,-0.01699908259998437,0.011659886553156447
h12,stage3_apex_to_base_span_projective,3,0.23077971780453477,0.005664867881227109,0.2162914954100097,0.23531161210951645,0.21266943981137842,0.23644458568576188
h12,stage3_apex_to_base_span_simple,4,0.23339463175177788,0.021396035327931495,0.16637653219666249,0.25542339130816005,0.14614630014024366,0.25637247765083604
h12,stage3_axis_incidence_canonical,4,-0.003904481716842922,0.013170912788444605,-0.019411652975719885,0.022944488936243353,-0.022916040681368426,0.03130964781083873
h12,stage3_base_half_width_symmetry,4,3.6582057683909066e-17,6.708998132894375e-17,-4.271109310304856e-17,1.2804203401863128e-16,-6.101584729006937e-17,1.5156114201183688e-16
h12,stage3_base_line_angular_deviation_deg,4,1.6773026071833201,0.32982702772461603,1.247448359931728,3.3157722589755805,1.097407530641264,3.983791118783473
h12,stage3_base_r_projective,3,0.8122408636738261,0.0014685700132860413,0.8110660076631973,0.8173612761897034,0.81077229366054,0.8186413793186728
h12,stage3_base_r_projective_over_round_outer,3,0.9893311372397395,0.0017887576288502238,0.9879001311366593,0.9955679368936705,0.9875423796108893,0.9971271368071533
h12,stage3_base_r_simple,4,0.7886839665600365,0.029051195342084835,0.7157184419199049,0.8197859317443874,0.6947007616754568,0.8228620865077867
h12,stage3_base_tangential_offset_canonical,4,-0.0014072221701551708,0.003972617305573064,-0.009671188865560301,0.00412711378691687,-0.013183608587808662,0.006469691764165331
h12,stage3_base_to_minute_track_gap_projective,3,0.07875913632617393,0.0014685700132860413,0.0736387238102966,0.07993399233680276,0.07235862068132726,0.08022770633945997
h12,stage3_base_to_minute_track_gap_simple,4,0.1023160334399636,0.029051195342084835,0.07121406825561258,0.17528155808009516,0.06813791349221332,0.1962992383245432
h12,stage3_base_width_over_height,4,0.8770931987567661,0.014777801366858634,0.8603617660200795,1.1743020989432262,0.8574313189653376,1.2974371749050138
h12,stage3_centre_r_projective,3,0.7397500976019326,0.0048342434400807655,0.735084762941351,0.7436174923539972,0.7339184292762057,0.7445843410420133
h12,stage3_centre_r_projective_over_round_centre,3,0.9850201033314682,0.00643707515323666,0.9788079400017989,0.9901697634540575,0.9772548991693817,0.9914571784847048
h12,stage3_centre_r_simple,4,0.7096307213041761,0.02340991953233973,0.6551365454558346,0.735321669972383,0.6393707615319761,0.7387432136761838
h12,stage3_centre_to_minute_track_gap_projective,3,0.15124990239806746,0.0048342434400807655,0.14738250764600286,0.155915237058649,0.1464156589579867,0.15708157072379436
h12,stage3_centre_to_minute_track_gap_simple,4,0.18136927869582392,0.02340991953233973,0.155678330027617,0.23586345454416544,0.15225678632381623,0.2516292384680239
h12,stage3_centroid_angular_offset_deg,4,-0.03309722524076804,0.38414881989922867,-0.9382703543330084,0.4671303305956689,-1.2859365610627367,0.641248434501481
h12,stage3_centroid_position_within_span,4,0.6631860202091227,0.00440693915772794,0.6326771490890927,0.6676712091140385,0.6214067678046905,0.6677885837348204
h12,stage3_centroid_tangential_offset_canonical,4,-0.00037483044364390074,0.00483746216394712,-0.010506923302074679,0.005933831943710964,-0.014352336696218831,0.008140632278822578
h12,stage3_symmetry_axis_angular_deviation_deg,4,-0.3643445126776084,0.6580648497701658,-1.077357566924384,1.0937507270885822,-1.1597798736392986,1.4954939704546744
h12,stage3_triangle_height_over_minute_track_r,4,0.2619642369014035,0.024042540483443273,0.18676950485040353,0.2867219157450835,0.1640809173640542,0.28779462328543853
global,n_markers_segmented,4,10.5,0.5,5.1000000000000005,11.0,3.0,11.0
global,pose_confidence,4,0.8554556810008634,0.09945420040893344,0.6669604063728368,0.9554733598437571,0.6281962190996967,0.9563185774946974
global,tilt_deg,4,5.418915132471229,0.4072242088487257,4.331983595986848,5.934154739058616,3.9249496722801447,6.096177835666606
